model,name,user,day,amb,idle_before,soc_disp,soh_est,soh_true,dur,p_eco,p_std,p_turbo,nsw,k_design,k_true,mu_T,r_design,ft_design,T_pred,T_act,margin_pred,margin_act,aborted,soc_used
D-2,고빈도 팩교체형,D-2_U1,170,26.3,0,99.49,0.945,0.9493,14.8,0.0,0.433,0.567,3,1.25,1.4,20,5.0,1.0,17.86,14.75,-2.14,-5.25,1,95.69
D-2,고빈도 팩교체형,D-2_U1,171,25.9,0,100.0,0.9206,0.949,14.3,0.0,0.371,0.629,2,1.25,1.387,20,5.0,1.0,17.49,14.5,-2.51,-5.5,1,95.14
D-2,고빈도 팩교체형,D-2_U1,172,25.4,0,100.0,0.9525,0.9487,15.6,0.0,0.467,0.533,1,1.25,1.216,20,5.0,1.0,18.1,17.5,-1.9,-2.5,0,84.71
D-2,고빈도 팩교체형,D-2_U1,173,24.1,0,100.0,0.9591,0.9483,16.2,0.0,0.432,0.568,1,1.25,1.277,20,5.0,1.0,18.22,16.25,-1.78,-3.75,1,95.41
D-2,고빈도 팩교체형,D-2_U1,174,27.3,0,99.74,0.9689,0.948,15.3,0.0,0.398,0.602,2,1.25,1.32,20,5.0,1.0,18.36,15.5,-1.64,-4.5,1,95.38
D-2,고빈도 팩교체형,D-2_U1,175,26.1,0,100.0,0.942,0.9476,15.7,0.0,0.42,0.58,2,1.25,1.301,20,5.0,1.0,17.9,15.75,-2.1,-4.25,1,95.12
D-2,고빈도 팩교체형,D-2_U1,176,25.3,0,100.0,0.9377,0.9473,11.4,0.0,0.393,0.607,1,1.25,1.27,20,5.0,1.0,17.82,16.0,-2.18,-4.0,0,67.07
D-2,고빈도 팩교체형,D-2_U1,177,25.9,0,100.0,0.9468,0.947,14.8,0.0,0.316,0.684,2,1.25,1.3,20,5.0,1.0,17.99,14.75,-2.01,-5.25,1,95.66
D-2,고빈도 팩교체형,D-2_U1,178,25.7,0,99.38,0.9278,0.9466,14.6,0.0,0.423,0.577,2,1.25,1.4,20,5.0,1.0,17.51,14.75,-2.49,-5.25,1,95.08
D-2,고빈도 팩교체형,D-2_U1,179,28.6,0,99.65,0.9246,0.9463,12.4,0.0,0.402,0.598,0,1.25,1.268,20,5.0,1.0,17.5,16.0,-2.5,-4.0,0,72.61
D-2,고빈도 팩교체형,D-2_U1,181,27.4,1,99.46,0.953,0.9458,16.6,0.0,0.435,0.565,0,1.25,1.249,20,5.0,1.0,18.0,16.75,-2.0,-3.25,1,95.53
D-2,고빈도 팩교체형,D-2_U1,182,27.0,0,100.0,0.9555,0.9455,15.0,0.0,0.459,0.541,2,1.25,1.4,20,5.0,1.0,18.15,15.0,-1.85,-5.0,1,95.61
D-2,고빈도 팩교체형,D-2_U1,183,26.1,0,99.6,0.9323,0.9451,15.7,0.0,0.417,0.583,1,1.25,1.303,20,5.0,1.0,17.64,15.75,-2.36,-4.25,1,95.64
D-2,고빈도 팩교체형,D-2_U1,184,28.9,0,100.0,0.9602,0.9448,14.4,0.0,0.408,0.592,1,1.25,1.4,20,5.0,1.0,18.24,14.5,-1.76,-5.5,0,94.69
D-2,고빈도 팩교체형,D-2_U1,185,24.3,0,100.0,0.9369,0.9444,14.6,0.0,0.369,0.631,2,1.25,1.357,20,5.0,1.0,17.8,14.75,-2.2,-5.25,1,95.63
D-2,고빈도 팩교체형,D-2_U1,186,26.0,0,99.69,0.9298,0.9441,14.5,0.0,0.422,0.578,4,1.25,1.4,20,5.0,1.0,17.61,14.75,-2.39,-5.25,1,95.01
D-2,고빈도 팩교체형,D-2_U1,187,26.6,0,100.0,0.9337,0.9437,15.0,0.0,0.398,0.602,3,1.25,1.342,20,5.0,1.0,17.74,15.0,-2.26,-5.0,1,95.62
D-2,고빈도 팩교체형,D-2_U1,188,29.0,0,100.0,0.9356,0.9434,14.1,0.0,0.459,0.541,2,1.25,1.289,20,5.0,1.0,17.78,16.25,-2.22,-3.75,0,81.99
D-2,고빈도 팩교체형,D-2_U1,189,26.1,0,99.85,0.9146,0.943,14.3,0.0,0.321,0.679,5,1.25,1.33,20,5.0,1.0,17.35,14.5,-2.65,-5.5,1,95.11
D-2,고빈도 팩교체형,D-2_U1,190,29.6,0,99.86,0.9346,0.9427,13.5,0.0,0.305,0.695,3,1.25,1.4,20,5.0,1.0,17.73,13.5,-2.27,-6.5,1,95.17
D-2,고빈도 팩교체형,D-2_U1,192,22.4,1,99.78,0.9307,0.9422,13.3,0.0,0.394,0.606,1,1.25,1.336,20,5.0,1.0,17.64,15.0,-2.36,-5.0,0,83.66
D-2,고빈도 팩교체형,D-2_U1,193,27.1,0,99.61,0.9644,0.9419,12.0,0.0,0.265,0.735,3,1.25,1.4,20,5.0,1.0,18.25,13.25,-1.75,-6.75,0,85.98
D-2,고빈도 팩교체형,D-2_U1,194,28.8,0,99.85,0.9243,0.9416,10.1,0.0,0.433,0.567,0,1.25,1.212,20,5.0,1.0,17.53,17.0,-2.47,-3.0,0,55.15
D-2,고빈도 팩교체형,D-2_U1,195,28.8,0,99.51,0.9199,0.9413,14.5,0.0,0.495,0.505,0,1.25,1.252,20,5.0,1.0,17.39,17.25,-2.61,-2.75,0,79.74
D-2,고빈도 팩교체형,D-2_U1,196,25.0,0,99.9,0.9215,0.9409,15.4,0.0,0.393,0.607,2,1.25,1.298,20,5.0,1.0,17.49,15.5,-2.51,-4.5,1,95.41
D-2,고빈도 팩교체형,D-2_U1,197,25.8,0,100.0,0.9419,0.9406,15.5,0.0,0.37,0.63,0,1.25,1.274,20,5.0,1.0,17.9,15.5,-2.1,-4.5,1,95.38
D-2,고빈도 팩교체형,D-2_U1,198,26.5,0,99.96,0.9565,0.9402,15.9,0.0,0.382,0.618,3,1.25,1.249,20,5.0,1.0,18.17,16.0,-1.83,-4.0,1,95.63
D-2,고빈도 팩교체형,D-2_U1,200,30.4,1,100.0,0.9468,0.9397,16.6,0.0,0.454,0.546,0,1.25,1.248,20,5.0,1.0,17.99,16.75,-2.01,-3.25,1,95.06
D-2,고빈도 팩교체형,D-2_U1,201,29.0,0,99.92,0.9728,0.9394,14.4,0.0,0.425,0.575,0,1.25,1.269,20,5.0,1.0,18.47,16.25,-1.53,-3.75,0,84.54
D-2,고빈도 팩교체형,D-2_U1,202,28.7,0,100.0,0.9546,0.939,15.8,0.0,0.43,0.57,3,1.25,1.287,20,5.0,1.0,18.14,16.0,-1.86,-4.0,1,95.06
D-2,고빈도 팩교체형,D-2_U1,203,25.1,0,99.44,0.9233,0.9386,15.8,0.0,0.433,0.567,2,1.25,1.29,20,5.0,1.0,17.44,16.0,-2.56,-4.0,1,95.03
D-2,고빈도 팩교체형,D-2_U1,204,27.6,0,100.0,0.959,0.9383,13.8,0.0,0.346,0.654,1,1.25,1.4,20,5.0,1.0,18.22,14.0,-1.78,-6.0,1,95.05
D-2,고빈도 팩교체형,D-2_U1,205,28.7,0,100.0,0.9535,0.9379,16.1,0.0,0.529,0.471,1,1.25,1.277,20,5.0,1.0,18.12,17.25,-1.88,-2.75,0,89.44
D-2,고빈도 팩교체형,D-2_U1,206,27.4,0,100.0,0.9508,0.9375,14.3,0.0,0.331,0.669,1,1.25,1.343,20,5.0,1.0,18.07,14.5,-1.93,-5.5,1,95.41
D-2,고빈도 팩교체형,D-2_U1,207,27.7,0,99.95,0.9397,0.9372,15.3,0.0,0.397,0.603,1,1.25,1.308,20,5.0,1.0,17.84,15.25,-2.16,-4.75,1,95.53
D-2,고빈도 팩교체형,D-2_U1,209,27.1,1,100.0,0.935,0.9367,12.6,0.0,0.534,0.466,1,1.25,1.339,20,5.0,1.0,17.77,16.5,-2.23,-3.5,0,72.2
D-2,고빈도 팩교체형,D-2_U1,210,27.3,0,100.0,0.9375,0.9364,14.9,0.0,0.386,0.614,0,1.25,1.335,20,5.0,1.0,17.81,15.0,-2.19,-5.0,1,95.58
D-2,고빈도 팩교체형,D-2_U1,211,27.9,0,100.0,0.9282,0.936,14.4,0.0,0.348,0.652,0,1.25,1.344,20,5.0,1.0,17.64,14.5,-2.36,-5.5,1,95.24
D-2,고빈도 팩교체형,D-2_U1,212,26.6,0,100.0,0.9335,0.9356,13.7,0.0,0.334,0.666,2,1.25,1.4,20,5.0,1.0,17.74,13.75,-2.26,-6.25,1,95.46
D-2,고빈도 팩교체형,D-2_U1,213,26.0,0,100.0,0.9097,0.9354,10.1,0.0,0.466,0.534,3,1.25,1.344,20,5.0,1.0,17.28,15.5,-2.72,-4.5,0,60.79
D-2,고빈도 팩교체형,D-2_U1,214,26.6,0,100.0,0.9433,0.935,16.0,0.0,0.443,0.557,1,1.25,1.284,20,5.0,1.0,17.92,16.0,-2.08,-4.0,1,95.49
D-2,고빈도 팩교체형,D-2_U1,216,26.4,1,100.0,0.9423,0.9346,14.0,0.0,0.367,0.633,1,1.25,1.4,20,5.0,1.0,17.9,14.0,-2.1,-6.0,1,95.62
D-2,고빈도 팩교체형,D-2_U1,217,24.8,0,100.0,0.9683,0.9342,15.5,0.0,0.375,0.625,1,1.25,1.266,20,5.0,1.0,18.4,15.5,-1.6,-4.5,1,95.23
D-2,고빈도 팩교체형,D-2_U1,218,27.3,0,99.72,0.9487,0.9339,16.1,0.0,0.457,0.543,0,1.25,1.287,20,5.0,1.0,17.97,16.25,-2.03,-3.75,1,95.32
D-2,고빈도 팩교체형,D-2_U1,219,28.7,0,99.82,0.9472,0.9335,16.6,0.0,0.408,0.592,2,1.25,1.205,20,5.0,1.0,17.96,16.75,-2.04,-3.25,1,95.31
D-2,고빈도 팩교체형,D-2_U1,220,28.5,0,99.48,0.9588,0.9331,16.0,0.0,0.419,0.581,1,1.25,1.26,20,5.0,1.0,18.12,16.0,-1.88,-4.0,1,95.32
D-2,고빈도 팩교체형,D-2_U1,221,25.7,0,100.0,0.9321,0.9327,15.9,0.0,0.396,0.604,1,1.25,1.247,20,5.0,1.0,17.71,16.0,-2.29,-4.0,1,95.17
D-2,고빈도 팩교체형,D-2_U1,222,29.5,0,99.71,0.9321,0.9324,15.9,0.0,0.468,0.532,1,1.25,1.305,20,5.0,1.0,17.66,16.0,-2.34,-4.0,1,95.04
D-2,고빈도 팩교체형,D-2_U1,223,28.2,0,100.0,0.9456,0.932,14.8,0.0,0.457,0.543,0,1.25,1.4,20,5.0,1.0,17.97,14.75,-2.03,-5.25,1,95.53
D-2,고빈도 팩교체형,D-2_U1,224,28.6,0,99.99,0.9097,0.9316,15.4,0.0,0.385,0.615,1,1.25,1.283,20,5.0,1.0,17.28,15.5,-2.72,-4.5,1,95.64
D-2,고빈도 팩교체형,D-2_U1,226,26.2,1,99.82,0.9354,0.9311,13.4,0.0,0.305,0.695,0,1.25,1.4,20,5.0,1.0,17.74,13.5,-2.26,-6.5,1,95.21
D-2,고빈도 팩교체형,D-2_U1,227,26.5,0,100.0,0.9457,0.9308,14.0,0.0,0.386,0.614,3,1.25,1.4,20,5.0,1.0,17.97,14.0,-2.03,-6.0,1,95.13
D-2,고빈도 팩교체형,D-2_U1,228,23.2,0,99.88,0.9276,0.9304,15.2,0.0,0.404,0.596,1,1.25,1.313,20,5.0,1.0,17.6,15.25,-2.4,-4.75,1,95.54
D-2,고빈도 팩교체형,D-2_U1,229,27.2,0,99.82,0.937,0.9301,14.7,0.0,0.367,0.633,0,1.25,1.237,20,5.0,1.0,17.77,15.75,-2.23,-4.25,0,88.4
D-2,고빈도 팩교체형,D-2_U1,230,27.7,0,99.97,0.9427,0.9298,15.4,0.0,0.371,0.629,0,1.25,1.266,20,5.0,1.0,17.91,15.5,-2.09,-4.5,1,95.22
D-2,고빈도 팩교체형,D-2_U1,231,28.0,0,99.94,0.9365,0.9294,11.4,0.0,0.4,0.6,2,1.25,1.4,20,5.0,1.0,17.78,14.25,-2.22,-5.75,0,75.56
D-2,고빈도 팩교체형,D-2_U1,232,28.0,0,99.6,0.8941,0.9291,12.0,0.0,0.411,0.589,0,1.25,1.258,20,5.0,1.0,16.92,16.0,-3.08,-4.0,0,70.49
D-2,고빈도 팩교체형,D-2_U1,233,26.9,0,100.0,0.9148,0.9288,15.1,0.0,0.344,0.656,0,1.25,1.223,20,5.0,1.0,17.38,15.75,-2.62,-4.25,0,91.48
D-2,고빈도 팩교체형,D-2_U1,234,22.9,0,100.0,0.9383,0.9284,15.5,0.0,0.421,0.579,5,1.25,1.287,20,5.0,1.0,17.83,15.5,-2.17,-4.5,1,95.18
D-2,고빈도 팩교체형,D-2_U1,235,29.4,0,99.99,0.9371,0.9281,16.0,0.0,0.44,0.56,1,1.25,1.27,20,5.0,1.0,17.8,16.0,-2.2,-4.0,1,95.29
D-2,고빈도 팩교체형,D-2_U1,236,25.7,0,99.71,0.8953,0.9277,14.3,0.0,0.416,0.584,2,1.25,1.4,20,5.0,1.0,16.96,14.25,-3.04,-5.75,1,95.5
D-2,고빈도 팩교체형,D-2_U1,237,24.2,0,100.0,0.9468,0.9274,14.9,0.0,0.364,0.636,0,1.25,1.301,20,5.0,1.0,17.99,15.0,-2.01,-5.0,1,95.29
D-2,고빈도 팩교체형,D-2_U1,238,25.4,0,100.0,0.9338,0.927,15.1,0.0,0.349,0.651,3,1.25,1.262,20,5.0,1.0,17.74,15.25,-2.26,-4.75,1,95.01
D-2,고빈도 팩교체형,D-2_U1,239,25.4,0,100.0,0.9485,0.9267,15.2,0.0,0.475,0.525,0,1.25,1.368,20,5.0,1.0,18.02,15.25,-1.98,-4.75,1,95.3
D-2,고빈도 팩교체형,D-2_U1,240,27.9,0,100.0,0.9305,0.9263,15.4,0.0,0.387,0.613,1,1.25,1.27,20,5.0,1.0,17.68,15.5,-2.32,-4.5,1,95.01
D-2,고빈도 팩교체형,D-2_U1,241,27.7,0,99.99,0.925,0.926,15.6,0.0,0.385,0.615,1,1.25,1.257,20,5.0,1.0,17.57,15.75,-2.43,-4.25,1,95.44
D-2,고빈도 팩교체형,D-2_U1,242,24.5,0,99.86,0.9431,0.9257,10.3,0.0,0.402,0.598,1,1.25,1.217,20,5.0,1.0,17.89,16.25,-2.11,-3.75,0,58.84
D-2,고빈도 팩교체형,D-2_U1,243,27.5,0,100.0,0.9081,0.9254,12.4,0.0,0.495,0.505,0,1.25,1.258,20,5.0,1.0,17.25,16.75,-2.75,-3.25,0,69.14
D-2,고빈도 팩교체형,D-2_U1,244,26.0,0,99.36,0.9323,0.925,14.5,0.0,0.315,0.685,0,1.25,1.294,20,5.0,1.0,17.59,14.5,-2.41,-5.5,1,95.31
D-2,고빈도 팩교체형,D-2_U1,245,26.4,0,100.0,0.9055,0.9247,15.8,0.0,0.401,0.599,1,1.25,1.248,20,5.0,1.0,17.2,16.0,-2.8,-4.0,1,95.08
D-2,고빈도 팩교체형,D-2_U1,246,27.2,0,99.97,0.9392,0.9243,14.9,0.0,0.356,0.644,0,1.25,1.294,20,5.0,1.0,17.84,15.0,-2.16,-5.0,1,95.62
D-2,고빈도 팩교체형,D-2_U1,247,27.8,0,100.0,0.9044,0.924,13.4,0.0,0.394,0.606,1,1.25,1.268,20,5.0,1.0,17.18,15.5,-2.82,-4.5,0,81.43
D-2,고빈도 팩교체형,D-2_U1,248,28.0,0,99.89,0.9345,0.9236,15.1,0.0,0.29,0.71,1,1.25,1.219,20,5.0,1.0,17.73,15.25,-2.27,-4.75,1,95.19
D-2,고빈도 팩교체형,D-2_U1,249,24.7,0,100.0,0.9122,0.9233,14.4,0.0,0.423,0.577,2,1.25,1.384,20,5.0,1.0,17.33,14.5,-2.67,-5.5,1,95.04
D-2,고빈도 팩교체형,D-2_U1,251,23.1,1,100.0,0.9273,0.9228,14.7,0.0,0.301,0.699,1,1.25,1.263,20,5.0,1.0,17.62,14.75,-2.38,-5.25,1,95.51
D-2,고빈도 팩교체형,D-2_U1,252,28.7,0,100.0,0.9161,0.9225,15.9,0.0,0.46,0.54,3,1.25,1.285,20,5.0,1.0,17.41,16.0,-2.59,-4.0,1,95.37
D-2,고빈도 팩교체형,D-2_U1,253,22.0,0,99.71,0.9176,0.9221,16.5,0.0,0.499,0.501,1,1.25,1.276,20,5.0,1.0,17.38,16.5,-2.62,-3.5,1,95.6
D-2,고빈도 팩교체형,D-2_U1,254,23.5,0,99.72,0.9294,0.9218,15.0,0.0,0.364,0.636,0,1.25,1.287,20,5.0,1.0,17.61,15.0,-2.39,-5.0,1,95.53
D-2,고빈도 팩교체형,D-2_U1,255,21.7,0,100.0,0.8999,0.9215,14.8,0.0,0.338,0.662,3,1.25,1.275,20,5.0,1.0,17.1,15.0,-2.9,-5.0,1,95.34
D-2,고빈도 팩교체형,D-2_U1,256,25.9,0,100.0,0.9183,0.9211,15.9,0.0,0.448,0.552,1,1.25,1.274,20,5.0,1.0,17.45,16.0,-2.55,-4.0,1,95.17
D-2,고빈도 팩교체형,D-2_U1,257,22.2,0,100.0,0.9171,0.9208,14.8,0.0,0.391,0.609,1,1.25,1.324,20,5.0,1.0,17.42,14.75,-2.58,-5.25,1,95.61
D-2,고빈도 팩교체형,D-2_U1,259,22.0,1,99.9,0.9286,0.9204,13.8,0.0,0.448,0.552,0,1.25,1.296,20,5.0,1.0,17.62,15.75,-2.38,-4.25,0,83.09
D-2,고빈도 팩교체형,D-2_U1,260,24.9,0,99.51,0.9303,0.9201,15.6,0.0,0.427,0.573,2,1.25,1.279,20,5.0,1.0,17.58,15.75,-2.42,-4.25,1,95.36
D-2,고빈도 팩교체형,D-2_U1,261,23.9,0,99.7,0.9417,0.9197,13.2,0.0,0.417,0.583,1,1.25,1.296,20,5.0,1.0,17.83,15.5,-2.17,-4.5,0,81.21
D-2,고빈도 팩교체형,D-2_U1,262,25.0,0,100.0,0.9172,0.9194,14.7,0.0,0.404,0.596,0,1.25,1.339,20,5.0,1.0,17.43,14.75,-2.57,-5.25,1,95.21
D-2,고빈도 팩교체형,D-2_U1,263,28.1,0,100.0,0.9218,0.9191,13.3,0.0,0.394,0.606,0,1.25,1.31,20,5.0,1.0,17.51,15.0,-2.49,-5.0,0,84.0
D-2,고빈도 팩교체형,D-2_U1,264,23.9,0,99.81,0.9254,0.9187,14.8,0.0,0.368,0.632,2,1.25,1.301,20,5.0,1.0,17.55,14.75,-2.45,-5.25,1,95.68
D-2,고빈도 팩교체형,D-2_U1,265,22.2,0,99.75,0.9267,0.9185,10.1,0.0,0.366,0.634,2,1.25,1.267,20,5.0,1.0,17.56,15.25,-2.44,-4.75,0,62.19
D-2,고빈도 팩교체형,D-2_U1,266,24.4,0,100.0,0.9111,0.9182,11.2,0.0,0.469,0.531,2,1.25,1.307,20,5.0,1.0,17.31,15.75,-2.69,-4.25,0,66.74
D-2,고빈도 팩교체형,D-2_U1,267,23.4,0,100.0,0.9295,0.9179,16.0,0.0,0.431,0.569,1,1.25,1.252,20,5.0,1.0,17.66,16.0,-2.34,-4.0,1,95.5
D-2,고빈도 팩교체형,D-2_U1,268,23.3,0,100.0,0.9056,0.9175,15.0,0.0,0.358,0.642,1,1.25,1.275,20,5.0,1.0,17.21,15.0,-2.79,-5.0,1,95.56
D-2,고빈도 팩교체형,D-2_U1,269,24.4,0,100.0,0.9194,0.9172,14.1,0.0,0.41,0.59,3,1.25,1.399,20,5.0,1.0,17.47,14.25,-2.53,-5.75,1,95.72
D-2,고빈도 팩교체형,D-2_U1,270,23.4,0,100.0,0.9102,0.9169,15.4,0.0,0.406,0.594,0,1.25,1.271,20,5.0,1.0,17.29,15.5,-2.71,-4.5,0,94.72
D-2,고빈도 팩교체형,D-2_U1,272,22.3,1,100.0,0.9292,0.9164,15.3,0.0,0.345,0.655,0,1.25,1.238,20,5.0,1.0,17.66,15.5,-2.34,-4.5,1,95.35
D-2,고빈도 팩교체형,D-2_U1,273,23.7,0,100.0,0.8911,0.9161,14.0,0.0,0.399,0.601,1,1.25,1.4,20,5.0,1.0,16.93,14.0,-3.07,-6.0,1,95.58
D-2,고빈도 팩교체형,D-2_U1,274,23.5,0,99.95,0.9009,0.9158,14.9,0.0,0.503,0.497,1,1.25,1.4,20,5.0,1.0,17.11,15.0,-2.89,-5.0,1,95.06
D-2,고빈도 팩교체형,D-2_U1,276,22.8,1,99.94,0.9013,0.9154,15.8,0.0,0.438,0.562,3,1.25,1.261,20,5.0,1.0,17.11,16.0,-2.89,-4.0,1,95.1
D-2,고빈도 팩교체형,D-2_U1,277,20.1,0,100.0,0.9151,0.915,15.8,0.0,0.442,0.558,1,1.25,1.271,20,5.0,1.0,17.39,16.0,-2.61,-4.0,1,95.37
D-2,고빈도 팩교체형,D-2_U1,278,24.3,0,99.96,0.9357,0.9148,12.9,0.0,0.362,0.638,2,1.25,1.315,20,5.0,1.0,17.77,14.5,-2.23,-5.5,0,84.08
D-2,고빈도 팩교체형,D-2_U1,279,22.1,0,100.0,0.9266,0.9144,12.3,0.0,0.387,0.613,1,1.25,1.4,20,5.0,1.0,17.61,14.0,-2.39,-6.0,0,83.94
D-2,고빈도 팩교체형,D-2_U1,280,22.6,0,100.0,0.8966,0.9142,12.0,0.0,0.374,0.626,3,1.25,1.327,20,5.0,1.0,17.04,14.5,-2.96,-5.5,0,78.22
D-2,고빈도 팩교체형,D-2_U1,281,24.2,0,100.0,0.8872,0.9138,15.0,0.0,0.36,0.64,0,1.25,1.269,20,5.0,1.0,16.86,15.0,-3.14,-5.0,1,95.23
D-2,고빈도 팩교체형,D-2_U1,282,21.3,0,100.0,0.9099,0.9135,14.8,0.0,0.446,0.554,2,1.25,1.276,20,5.0,1.0,17.29,15.75,-2.71,-4.25,0,89.32
D-2,고빈도 팩교체형,D-2_U1,283,20.0,0,100.0,0.8806,0.9132,15.2,0.0,0.409,0.591,3,1.25,1.289,20,5.0,1.0,16.73,15.25,-3.27,-4.75,1,95.51
D-2,고빈도 팩교체형,D-2_U1,284,24.1,0,99.93,0.9148,0.9129,13.5,0.0,0.35,0.65,2,1.25,1.4,20,5.0,1.0,17.37,13.5,-2.63,-6.5,1,95.51
D-2,고빈도 팩교체형,D-2_U1,285,18.9,0,99.71,0.9231,0.9125,14.6,0.0,0.338,0.662,0,1.25,1.284,20,5.0,1.0,17.48,14.75,-2.52,-5.25,1,95.19
D-2,고빈도 팩교체형,D-2_U1,286,19.0,0,99.96,0.8985,0.9122,14.8,0.0,0.362,0.638,2,1.25,1.286,20,5.0,1.0,17.06,14.75,-2.94,-5.25,1,95.55
D-2,고빈도 팩교체형,D-2_U1,287,25.3,0,100.0,0.8852,0.9119,13.8,0.0,0.385,0.615,1,1.25,1.394,20,5.0,1.0,16.82,14.0,-3.18,-6.0,1,95.02
D-2,고빈도 팩교체형,D-2_U1,288,25.5,0,100.0,0.9049,0.9116,14.4,0.0,0.317,0.683,2,1.25,1.281,20,5.0,1.0,17.19,14.5,-2.81,-5.5,1,95.25
D-2,고빈도 팩교체형,D-2_U1,289,19.7,0,100.0,0.9169,0.9113,14.1,0.0,0.392,0.608,1,1.25,1.252,20,5.0,1.0,17.42,15.5,-2.58,-4.5,0,86.25
D-2,고빈도 팩교체형,D-2_U1,290,20.8,0,100.0,0.9207,0.911,14.4,0.0,0.483,0.517,2,1.25,1.287,20,5.0,1.0,17.49,16.0,-2.51,-4.0,0,85.44
D-2,고빈도 팩교체형,D-2_U1,291,20.1,0,100.0,0.9304,0.9107,15.1,0.0,0.39,0.61,3,1.25,1.279,20,5.0,1.0,17.68,15.25,-2.32,-4.75,1,95.54
D-2,고빈도 팩교체형,D-2_U1,292,20.3,0,100.0,0.9025,0.9104,13.3,0.0,0.395,0.605,3,1.25,1.313,20,5.0,1.0,17.15,14.75,-2.85,-5.25,0,85.48
D-2,고빈도 팩교체형,D-2_U1,293,19.4,0,99.73,0.9177,0.9101,15.3,0.0,0.393,0.607,2,1.25,1.26,20,5.0,1.0,17.39,15.5,-2.61,-4.5,1,95.08
D-2,고빈도 팩교체형,D-2_U1,294,19.4,0,100.0,0.9306,0.9097,15.9,0.0,0.417,0.583,1,1.25,1.236,20,5.0,1.0,17.68,16.0,-2.32,-4.0,1,95.45
D-2,고빈도 팩교체형,D-2_U1,295,22.1,0,100.0,0.9016,0.9095,10.1,0.0,0.42,0.58,3,1.25,1.277,20,5.0,1.0,17.13,15.5,-2.87,-4.5,0,61.25
D-2,고빈도 팩교체형,D-2_U1,297,21.0,1,100.0,0.9049,0.9091,14.6,0.0,0.369,0.631,0,1.25,1.304,20,5.0,1.0,17.19,14.75,-2.81,-5.25,1,95.18
D-2,고빈도 팩교체형,D-2_U1,298,22.6,0,100.0,0.8993,0.9088,12.9,0.0,0.278,0.722,1,1.25,1.4,20,5.0,1.0,17.09,13.0,-2.91,-7.0,1,95.62
D-2,고빈도 팩교체형,D-2_U1,299,20.2,0,100.0,0.9162,0.9085,14.0,0.0,0.409,0.591,2,1.25,1.391,20,5.0,1.0,17.41,14.0,-2.59,-6.0,1,95.35
D-2,고빈도 팩교체형,D-2_U1,300,21.0,0,100.0,0.9234,0.9082,14.7,0.0,0.482,0.518,1,1.25,1.391,20,5.0,1.0,17.54,14.75,-2.46,-5.25,1,95.25
D-2,고빈도 팩교체형,D-2_U1,301,20.9,0,99.7,0.9142,0.9079,14.8,0.0,0.481,0.519,1,1.25,1.249,20,5.0,1.0,17.31,16.5,-2.69,-3.5,0,85.49
D-2,고빈도 팩교체형,D-2_U1,302,20.5,0,99.79,0.9161,0.9075,14.5,0.0,0.343,0.657,1,1.25,1.286,20,5.0,1.0,17.37,14.75,-2.63,-5.25,1,95.06
D-2,고빈도 팩교체형,D-2_U1,303,21.0,0,99.65,0.8803,0.9073,11.6,0.0,0.44,0.56,2,1.25,1.309,20,5.0,1.0,16.66,15.25,-3.34,-4.75,0,71.64
D-2,고빈도 팩교체형,D-2_U1,304,19.2,0,99.27,0.8872,0.907,15.1,0.0,0.421,0.579,1,1.25,1.251,20,5.0,1.0,16.73,15.75,-3.27,-4.25,0,91.39
D-2,고빈도 팩교체형,D-2_U1,305,21.2,0,100.0,0.9241,0.9067,15.9,0.0,0.437,0.563,2,1.25,1.245,20,5.0,1.0,17.56,16.0,-2.44,-4.0,1,95.38
D-2,고빈도 팩교체형,D-2_U1,306,20.3,0,99.74,0.91,0.9064,12.1,0.0,0.442,0.558,0,1.25,1.231,20,5.0,1.0,17.24,16.25,-2.76,-3.75,0,69.88
D-2,고빈도 팩교체형,D-2_U1,307,19.6,0,100.0,0.9197,0.9061,15.6,0.0,0.455,0.545,4,1.25,1.283,20,5.0,1.0,17.47,15.75,-2.53,-4.25,1,95.61
D-2,고빈도 팩교체형,D-2_U1,308,19.4,0,100.0,0.898,0.9058,15.7,0.0,0.453,0.547,0,1.25,1.28,20,5.0,1.0,17.06,15.75,-2.94,-4.25,1,95.65
D-2,고빈도 팩교체형,D-2_U1,309,19.3,0,100.0,0.8964,0.9055,13.8,0.0,0.403,0.597,1,1.25,1.4,20,5.0,1.0,17.03,14.0,-2.97,-6.0,1,95.1
D-2,고빈도 팩교체형,D-2_U1,310,18.4,0,99.71,0.8833,0.9052,14.9,0.0,0.385,0.615,2,1.25,1.28,20,5.0,1.0,16.73,15.0,-3.27,-5.0,1,95.13
D-2,고빈도 팩교체형,D-2_U1,311,18.0,0,100.0,0.9089,0.9049,14.5,0.0,0.311,0.689,1,1.25,1.265,20,5.0,1.0,17.27,14.5,-2.73,-5.5,1,95.63
D-2,고빈도 팩교체형,D-2_U1,312,22.5,0,99.95,0.879,0.9046,15.6,0.0,0.418,0.582,1,1.25,1.251,20,5.0,1.0,16.69,15.75,-3.31,-4.25,1,95.25
D-2,고빈도 팩교체형,D-2_U1,313,18.9,0,99.74,0.9033,0.9043,11.0,0.0,0.402,0.598,3,1.25,1.28,20,5.0,1.0,17.12,15.25,-2.88,-4.75,0,68.28
